NAME NAME Blurry and spotty . Glad we pay every month for this service ! 	NAME NAME Blurry and spotty .<br> Glad we pay every month for this service !	2	-2	 NAME[0] NAME[0] Blurry[-1] and[0] spotty[0] [[Sentence=-2,1=word max, 1-5]] Glad[1] we[0] pay[0] every[0] month[0] for[0] this[0] service[0] [[Sentence=-1,2=word max, 1-5]][[[2,-2 max of sentences]]]
Pope doesnt . He's infallible . God said so . HYPERLINK	Pope doesnt .<br> He's infallible .<br> God said so .<br> HYPERLINK	1	-1	 Pope[0] doesnt[0] [[Sentence=-1,1=word max, 1-5]] He's[0] infallible[0] [[Sentence=-1,1=word max, 1-5]] God[0] said[0] so[0] [[Sentence=-1,1=word max, 1-5]] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
VERSTAPPEN 4TH NEW SENNA CONFIRMED NAME 	VERSTAPPEN 4TH NEW SENNA CONFIRMED NAME	1	-1	 VERSTAPPEN[0] 4TH[0] NEW[0] SENNA[0] CONFIRMED[0] NAME[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
NAME & amp; #DelhiGovt helping us celebrate #ThomasEdison day with power cuts , Thank you sir . #PowerCuts	NAME & amp; #DelhiGovt helping us celebrate #ThomasEdison day with power cuts , Thank you sir .<br> #PowerCuts	2	-1	 NAME[0] &[0] amp[0] #DelhiGovt[0] helping[0] us[0] celebrate[1] #ThomasEdison[0] day[0] with[0] power[0] cuts[0] Thank[1] you[0] sir[0] [[Sentence=-1,2=word max, 1-5]] #PowerCuts[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
NAME not intimidated on my size . Intimidated by me beauty and rockin body . 	NAME not intimidated on my size .<br> Intimidated by me beauty and rockin body .	4	-4	 NAME[0] not[0] intimidated[-3][NegatedDueToPreviousWord] on[0] my[0] size[0] [[Sentence=-1,4=word max, 1-5]] Intimidated[-3] by[0] me[0] beauty[2] and[0] rockin[0] body[0] [[Sentence=-4,3=word max, 1-5]][[[4,-4 max of sentences]]]
Gud ol' ManUtd , never disappoint . . . 	Gud ol' ManUtd , never disappoint .<br> .<br> .	2	-1	 Gud[0] ol'[0] ManUtd[0] never[0] disappoint[-1][NegatedDueToPreviousWord] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
NAME Round of applause for sqaisheys ducks everybody !        LOL HYPERLINK	NAME Round of applause for sqaisheys ducks everybody !<br>        LOL HYPERLINK	2	-1	 NAME[0] Round[0] of[0] applause[1] for[0] sqaisheys[0] ducks[0] everybody[0] [[Sentence=-1,2=word max, 1-5]] LOL[1] HYPERLINK[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
NAME omg I was so not expecting this joke 	NAME oh my god I was so not expecting this joke	2	-1	 NAME[0] omg[1] I[0] was[0] so[0] not[0] expecting[0] this[0] joke[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
AMEN ! Rad to watch the women ! Congrats to NAME and all of the other racers ! HYPERLINK	AMEN !<br> Rad to watch the women !<br> Congrats to NAME and all of the other racers !<br> HYPERLINK	1	-1	 AMEN[0] [[Sentence=-1,1=word max, 1-5]] Rad[0] to[0] watch[0] the[0] women[0] [[Sentence=-1,1=word max, 1-5]] Congrats[0] to[0] NAME[0] and[0] all[0] of[0] the[0] other[0] racers[0] [[Sentence=-1,1=word max, 1-5]] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
NAME thank you for taking this seriously . 	NAME thank you for taking this seriously .	2	-1	 NAME[0] thank[1] you[0] for[0] taking[0] this[0] seriously[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Baba Ramdev expressing his views on BJP - PDP Alliance . . . .       Safety    HYPERLINK	Baba Ramdev expressing his views on BJP - PDP Alliance .<br> .<br> .<br> .<br>       Safety    HYPERLINK	2	-1	 Baba[0] Ramdev[0] expressing[0] his[0] views[0] on[0] BJP[0] PDP[0] Alliance[0] [[Sentence=-1,1=word max, 1-5]] Safety[1] HYPERLINK[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
NAME I’m sure they’ll turn that around in the playoffs 	NAME I’m sure they’ll turn that around in the playoffs	1	-1	 NAME[0] I’m[0] sure[0] they’ll[0] turn[0] that[0] around[0] in[0] the[0] playoffs[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
NAME lol yeah kilgrave sure was romantic its probably the same ones that thought fifty shades of grey was the greatest	NAME laugh out loud yeah kilgrave sure was romantic its probably the same ones that thought fifty shades of grey was the greatest	4	-1	 NAME[0] lol[1] yeah[0] kilgrave[0] sure[0] was[0] romantic[3] its[0] probably[0] the[0] same[0] ones[0] that[0] thought[0] fifty[0] shades[0] of[0] grey[0] was[0] the[0] greatest[2] [[Sentence=-1,4=word max, 1-5]][[[4,-1 max of sentences]]]
So HBK , Austin & amp; Mick destroy the League after New Day couldn't . #MakesSense #WrestleMania	So HBK , Austin & amp; Mick destroy the League after New Day couldn't .<br> #MakesSense #WrestleMania	1	-3	 So[0] HBK[0] Austin[0] &[0] amp[0] Mick[0] destroy[-2] the[0] League[0] after[0] New[0] Day[0] couldn't[0] [[Sentence=-3,1=word max, 1-5]] #MakesSense[0] #WrestleMania[0] [[Sentence=-1,1=word max, 1-5]][[[1,-3 max of sentences]]]
NAME Annoying things people say to others with  diabetes . HYPERLINK  type1  itsyourdiabeteslife	NAME Annoying things people say to others with  diabetes .<br> HYPERLINK  type1  itsyourdiabeteslife	1	-3	 NAME[0] Annoying[-2] things[0] people[0] say[0] to[0] others[0] with[0] diabetes[0] [[Sentence=-3,1=word max, 1-5]] HYPERLINK[0] type1[0] itsyourdiabeteslife[0] [[Sentence=-1,1=word max, 1-5]][[[1,-3 max of sentences]]]
NAME #Bernie Taught Political Science at Harvard ? Wow , maybe he does have experience . #ImWithHer NAME NAME	NAME #Bernie Taught Political Science at Harvard ?<br> Wow , maybe he does have experience .<br> #ImWithHer NAME NAME	3	-1	 NAME[0] #Bernie[0] Taught[0] Political[0] Science[0] at[0] Harvard[0] [[Sentence=-1,1=word max, 1-5]] Wow[2] maybe[0] he[0] does[0] have[0] experience[0] [[Sentence=-1,3=word max, 1-5]] #ImWithHer[0] NAME[0] NAME[0] [[Sentence=-1,1=word max, 1-5]][[[3,-1 max of sentences]]]
Ben is all over that sh*t ! Carson says the chances are “good” he’ll be elected president HYPERLINK via NAME	Ben is all over that sh*t !<br> Carson says the chances are “good” he’ll be elected president HYPERLINK via NAME	1	-1	 Ben[0] is[0] all[0] over[0] that[0] sh[0] t[0] [[Sentence=-1,1=word max, 1-5]] Carson[0] says[0] the[0] chances[0] are[0] “good”[0] he’ll[0] be[0] elected[0] president[0] HYPERLINK[0] via[0] NAME[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
NAME He shot below 43% from the floor and didn't even score 20 points . #overrated 	NAME He shot below 43% from the floor and didn't even score 20 points .<br> #overrated	1	-2	 NAME[0] He[0] shot[-1] below[0] 43%[0] from[0] the[0] floor[0] and[0] didn't[0] even[0] score[0] 20[0] points[0] [[Sentence=-2,1=word max, 1-5]] #overrated[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]
NAME NAME No worries ! I should have used ! :)	NAME NAME No worries !<br> I should have used !<br> !	2	-4	 NAME[0] NAME[0] No[0] worries[-3] [[Sentence=-4,1=word max, 1-5]] I[0] should[0] have[0] used[0] [[Sentence=-1,1=word max, 1-5]][+1 Emoticon] [[Sentence=-1,2=word max, 1-5]][[[2,-4 max of sentences]]]
So glad I wasted my time with that finale . sohard #TheWalkingDeadFinale	So glad I wasted my time with that finale .<br> sohard #TheWalkingDeadFinale	2	-2	 So[0] glad[1] I[0] wasted[-1] my[0] time[0] with[0] that[0] finale[0] [[Sentence=-2,2=word max, 1-5]] sohard[0] #TheWalkingDeadFinale[0] [[Sentence=-1,1=word max, 1-5]][[[2,-2 max of sentences]]]
NAME NAME NAME Wow a religious person who is intellectually dishonest . I am shocked . 	NAME NAME NAME Wow a religious person who is intellectually dishonest .<br> I am shocked .	3	-3	 NAME[0] NAME[0] NAME[0] Wow[2] a[0] religious[0] person[0] who[0] is[0] intellectually[0] dishonest[-1] [[Sentence=-2,3=word max, 1-5]] I[0] am[0] shocked[-2] [[Sentence=-3,1=word max, 1-5]][[[3,-3 max of sentences]]]
 littlefellakanye seems close to a breakdown . . . maybe he should take a break . Must be Tough being the "best" at everything . 	 littlefellakanye seems close to a breakdown .<br> .<br> .<br> maybe he should take a break .<br> Must be Tough being the "best" at everything .	2	-2	 littlefellakanye[0] seems[0] close[0] to[0] a[0] breakdown[-1] [[Sentence=-2,1=word max, 1-5]] maybe[0] he[0] should[0] take[0] a[0] break[0] [[Sentence=-1,1=word max, 1-5]] Must[0] be[0] Tough[-1] being[0] the[0] best[1] at[0] everything[0] [[Sentence=-2,2=word max, 1-5]][[[2,-2 max of sentences]]]
Don't anger the gods like that ! It's very rude ! HYPERLINK	Don't anger the gods like that !<br> It's very rude !<br> HYPERLINK	4	-4	 Don't[0] anger[-3][NegatedDueToPreviousWord] the[0] gods[0] like[1] that[0] [[Sentence=-1,4=word max, 1-5]] It's[0] very[0] rude[-2][-1 LastWordBoosterStrength] [[Sentence=-4,1=word max, 1-5]] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[4,-4 max of sentences]]]
image testing hootsuite #lol HYPERLINK	image testing hootsuite #lol HYPERLINK	1	-1	 image[0] testing[0] hootsuite[0] #lol[0] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
NAME NAME thanks for that seriously objective analysis just now ! such journalistic integrity . #goodgrief	NAME NAME thanks for that seriously objective analysis just now !<br> such journalistic integrity .<br> #goodgrief	2	-1	 NAME[0] NAME[0] thanks[1] for[0] that[0] seriously[0] objective[0] analysis[0] just[0] now[0] [[Sentence=-1,2=word max, 1-5]] such[0] journalistic[0] integrity[0] [[Sentence=-1,1=word max, 1-5]] #goodgrief[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
NAME I was kidding . 	NAME I was kidding .	1	-1	 NAME[0] I[0] was[0] kidding[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Booker T is thrilled to be talking about the battle royal . #WrestleMania	Booker T is thrilled to be talking about the battle royal .<br> #WrestleMania	4	-2	 Booker[0] T[0] is[0] thrilled[3] to[0] be[0] talking[0] about[0] the[0] battle[-1] royal[0] [[Sentence=-2,4=word max, 1-5]] #WrestleMania[0] [[Sentence=-1,1=word max, 1-5]][[[4,-2 max of sentences]]]
Cavs are playing tonight right ? ! ? 	Cavs are playing tonight right ?<br> !<br> ?	2	-1	 Cavs[0] are[0] playing[1] tonight[0] right[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
NAME Big thanks to the Colt bball team for waving at me while they got off at OUE today . NAME NAME NAME	NAME Big thanks to the Colt ball team for waving at me while they got off at OUE today .<br> NAME NAME NAME	2	-1	 NAME[0] Big[0] thanks[1] to[0] the[0] Colt[0] bball/ball[0] team[0] for[0] waving[0] at[0] me[0] while[0] they[0] got[0] off[0] at[0] OUE[0] today[0] [[Sentence=-1,2=word max, 1-5]] NAME[0] NAME[0] NAME[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
NAME do they have sports administrators of the year ? NAME would be a shoe in . 	NAME do they have sports administrators of the year ?<br> NAME would be a shoe in .	1	-1	 NAME[0] do[0] they[0] have[0] sports[0] administrators[0] of[0] the[0] year[0] [[Sentence=-1,1=word max, 1-5]] NAME[0] would[0] be[0] a[0] shoe[0] in[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
NHL showing off some high quality officiating in Edmonton again tonight 	NHL showing off some high quality officiating in Edmonton again tonight	1	-1	 NHL[0] showing[0] off[0] some[0] high[0] quality[0] officiating[0] in[0] Edmonton[0] again[0] tonight[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Thanks for live tweeting the live tweeting training session ! Btw , it doesn't require  2Decades experience . HYPERLINK	Thanks for live tweeting the live tweeting training session !<br> Btw , it doesn't require  2Decades experience .<br> HYPERLINK	2	-1	 Thanks[1] for[0] live[0] tweeting[0] the[0] live[0] tweeting[0] training[0] session[0] [[Sentence=-1,2=word max, 1-5]] Btw[0] it[0] doesn't[0] require[0] 2Decades[0] experience[0] [[Sentence=-1,1=word max, 1-5]] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
NAME Could it be because Peyton story was not trending on Twitter 20 years ago is why "media" thinks it was not covered 	NAME Could it be because Peyton story was not trending on Twitter 20 years ago is why "media" thinks it was not covered	1	-1	 NAME[0] Could[0] it[0] be[0] because[0] Peyton[0] story[0] was[0] not[0] trending[0] on[0] Twitter[0] 20[0] years[0] ago[0] is[0] why[0] media[0] thinks[0] it[0] was[0] not[0] covered[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
 sure does get the point across !  parkingfail HYPERLINK	 sure does get the point across !<br>  parkingfail HYPERLINK	1	-1	 sure[0] does[0] get[0] the[0] point[0] across[0] [[Sentence=-1,1=word max, 1-5]] parkingfail[0] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Oh right ! Because what he did is totally okay nowadays . I forgot . No no , my bad . Carry on . NAME NAME	Oh right !<br> Because what he did is totally okay nowadays .<br> I forgot .<br> No no , my bad .<br> Carry on .<br> NAME NAME	1	-2	 Oh[0] right[0] [[Sentence=-1,1=word max, 1-5]] Because[0] what[0] he[0] did[0] is[0] totally[0] okay[0] nowadays[0] [[Sentence=-1,1=word max, 1-5]] I[0] forgot[0] [[Sentence=-1,1=word max, 1-5]] No[0] no[0] my[0] bad[-1] [[Sentence=-2,1=word max, 1-5]] Carry[0] on[0] [[Sentence=-1,1=word max, 1-5]] NAME[0] NAME[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]
Hey , hi . I'm here to look pretty and insult your intelligence . [insert something insulting to your intelligence and hairflip here] 	Hey , hi .<br> I'm here to look pretty and insult your intelligence .<br> [insert something insulting to your intelligence and hairflip here]	3	-3	 Hey[1] hi[0] [[Sentence=-1,2=word max, 1-5]] I'm[0] here[0] to[0] look[0] pretty[2] and[0] insult[-2] your[0] intelligence[0] [[Sentence=-3,3=word max, 1-5]] [insert[0] something[0] insulting[-2] to[0] your[0] intelligence[0] and[0] hairflip[0] here][0] [[Sentence=-3,1=word max, 1-5]][[[3,-3 max of sentences]]]
Guess he didn't need security at the crowded arena . The truth will out HYPERLINK	Guess he didn't need security at the crowded arena .<br> The truth will out HYPERLINK	2	-1	 Guess[0] he[0] didn't[0] need[0] security[1] at[0] the[0] crowded[0] arena[0] [[Sentence=-1,2=word max, 1-5]] The[0] truth[1] will[0] out[0] HYPERLINK[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
NXT comes on the Network in a couple minutes and yes I know it's so overpriced (right everyone complaining about YouTube Red ? ) 	NXT comes on the Network in a couple minutes and yes I know it's so overpriced (right everyone complaining about YouTube Red ?<br> )	1	-2	 NXT[0] comes[0] on[0] the[0] Network[0] in[0] a[0] couple[0] minutes[0] and[0] yes[0] I[0] know[0] it's[0] so[0] overpriced[0] right[0] everyone[0] complaining[-1] about[0] YouTube[0] Red[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
NAME NAME "But if it was Hillary people would be stacked on each other's shoulders 4 high" - the media 	NAME NAME "But if it was Hillary people would be stacked on each other's shoulders 4 high" - the media	1	-1	 NAME[0] NAME[0] But[0] if[0] it[0] was[0] Hillary[0] people[0] would[0] be[0] stacked[0] on[0] each[0] other's[0] shoulders[0] 4[0] high[0] the[0] media[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Life is such a glorious trauma , is it not ? #صور #quote #السعودية	Life is such a glorious trauma , is it not ?<br> #صور #quote #السعودية	2	-4	 Life[0] is[0] such[0] a[0] glorious[1] trauma[-3] is[0] it[0] not[0] [[Sentence=-4,2=word max, 1-5]] #صور[0] #quote[0] #السعودية[0] [[Sentence=-1,1=word max, 1-5]][[[2,-4 max of sentences]]]
NAME NAME Woohoo same ol boring Raws ! Yay 	NAME NAME Woohoo same ol boring Raws !<br> Yay	2	-2	 NAME[0] NAME[0] Woohoo[0] same[0] ol[0] boring[-1] Raws[0] [[Sentence=-2,1=word max, 1-5]] Yay[1] [[Sentence=-1,2=word max, 1-5]][[[2,-2 max of sentences]]]
NAME No , Shane is fighting for control . Dont you know ? 	NAME No , Shane is fighting for control .<br> Dont you know ?	1	-3	 NAME[0] No[0] Shane[0] is[0] fighting[-2] for[0] control[0] [[Sentence=-3,1=word max, 1-5]] Dont[0] you[0] know[0] [[Sentence=-1,1=word max, 1-5]][[[1,-3 max of sentences]]]
NAME they better print thousands of those so all the parents can fill them out when they get pissed .  brilliant 	NAME they better print thousands of those so all the parents can fill them out when they get pissed .<br>  brilliant	2	-3	 NAME[0] they[0] better[0] print[0] thousands[0] of[0] those[0] so[0] all[0] the[0] parents[0] can[0] fill[0] them[0] out[0] when[0] they[0] get[0] pissed[-2] [[Sentence=-3,1=word max, 1-5]] brilliant[1] [[Sentence=-1,2=word max, 1-5]][[[2,-3 max of sentences]]]
Big thanks go out to NAME keeping us on the ground for over an hour after boarding the DFW- & gt;PDX flight 	Big thanks go out to NAME keeping us on the ground for over an hour after boarding the DFW- & gt;PDX flight	2	-1	 Big[0] thanks[1] go[0] out[0] to[0] NAME[0] keeping[0] us[0] on[0] the[0] ground[0] for[0] over[0] an[0] hour[0] after[0] boarding[0] the[0] DFW[0] &[0] gt[0] PDX[0] flight[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
I'm totally not laying in bed eating chocolate after working on bio hw for 2 hours . . .  breaktime  noregrets  chocolateunderstands	I'm totally not laying in bed eating chocolate after working on bio hw for 2 hours .<br> .<br> .<br>  breaktime  noregrets  chocolateunderstands	1	-1	 I'm[0] totally[0] not[0] laying[0] in[0] bed[0] eating[0] chocolate[0] after[0] working[0] on[0] bio[0] hw[0] for[0] 2[0] hours[0] [[Sentence=-1,1=word max, 1-5]] breaktime[0] noregrets[0] chocolateunderstands[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
NAME NAME NAME NAME Shit , I forgot the hastag 	NAME NAME NAME NAME Shit , I forgot the hastag	1	-2	 NAME[0] NAME[0] NAME[0] NAME[0] Shit[-1] I[0] forgot[0] the[0] hastag[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
NAME NAME no kidding ? #yourebetterthanthat   	NAME NAME no kidding ?<br> #yourebetterthanthat  	1	-1	 NAME[0] NAME[0] no[0] kidding[0] [[Sentence=-1,1=word max, 1-5]] #yourebetterthanthat[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
NAME If the Bulls land Napier at the trade deadline , I don't want to hear anything more about how GarPax isn't aggressive eno…	NAME If the Bulls land Napier at the trade deadline , I don't want to hear anything more about how GarPax isn't aggressive eno…	3	-1	 NAME[0] If[0] the[0] Bulls[0] land[0] Napier[0] at[0] the[0] trade[0] deadline[0] I[0] don't[0] want[0] to[0] hear[0] anything[0] more[0] about[0] how[0] GarPax[0] isn't[0] aggressive[-2][NegatedDueToPreviousWord] eno…[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
NAME Because this was the most important thing to fix in this game , of course . 	NAME Because this was the most important thing to fix in this game , of course .	1	-1	 NAME[0] Because[0] this[0] was[0] the[0] most[0] important[0] thing[0] to[0] fix[0] in[0] this[0] game[0] of[0] course[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
She had a deep throaty laugh , like the sound a dog makes when it throws up . #jokes #story 	She had a deep throaty laugh , like the sound a dog makes when it throws up .<br> #jokes #story	2	-1	 She[0] had[0] a[0] deep[0] throaty[0] laugh[1] like[1] the[0] sound[0] a[0] dog[0] makes[0] when[0] it[0] throws[0] up[0] [[Sentence=-1,2=word max, 1-5]] #jokes[0] #story[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
Oh , I didnt know most egyptians looked white . Thanks for informing me  GodsOfEgypt 	Oh , I didnt know most egyptians looked white .<br> Thanks for informing me  GodsOfEgypt	2	-1	 Oh[0] I[0] didnt[0] know[0] most[0] egyptians[0] looked[0] white[0] [[Sentence=-1,1=word max, 1-5]] Thanks[1] for[0] informing[0] me[0] GodsOfEgypt[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
